cpu,memory,error_rate,latency,failed
91.49,98.77,0.1656,401.9,1
66.18,69.54,0.0567,260.9,0
56.15,44.11,0.0306,143.9,0
86.96,80.33,0.0984,409.3,1
29.83,26.49,0.0067,130.9,0
71.56,80.57,0.0545,292.4,1
27.44,26.21,0.0106,166.0,0
67.26,67.89,0.0443,259.1,0
85.65,96.68,0.2788,418.0,1
59.49,64.66,0.029,256.7,0
100,96.03,0.1099,711.8,1
56.53,41.1,0.0256,179.3,0
69.4,88.34,0.09,301.3,1
89.94,95.59,0.2652,761.9,1
72.98,95.43,0.0754,322.0,1
85.85,90.05,0.1336,605.6,1
37.73,62.05,0.0316,120.8,0
87.51,99.42,0.2389,392.2,1
50.39,51.13,0.0317,67.6,0
99.93,88.4,0.2034,687.2,1
54.79,45.87,0.0221,135.4,0
42.89,55.09,0.0083,181.0,0
59.88,51.0,0.0262,93.6,0
51.91,34.61,0.0339,111.7,0
54.57,28.13,0.0088,96.3,0
61.23,28.94,0.0262,176.2,0
17.99,40.8,0,168.5,0
87.05,91.19,0.0823,295.2,0
20.24,20.99,0,113.8,0
84.04,94.32,0.1899,436.8,1
88.03,97.18,0.2357,409.0,1
81.45,86.56,0.054,357.2,1
73.09,56.89,0.0418,185.1,0
59.33,67.0,0.0645,255.5,0
74.77,95.68,0.0868,363.7,0
74.58,79.79,0.1184,411.0,1
85.46,87.83,0.0776,309.8,1
43.67,52.27,0.0223,94.3,0
86.37,89.96,0.2941,536.7,1
64.92,76.69,0.0356,283.3,1
55.17,55.05,0.065,271.0,1
59.54,62.99,0.0643,264.3,0
20.46,60.5,0.0043,75.6,0
71.62,73.07,0.0507,269.4,0
71.17,79.86,0.0599,181.7,1
80.83,84.26,0.0702,320.8,1
23.2,59.97,0.0174,71.4,0
74.01,74.86,0.1027,302.5,1
91.54,92.81,0.2582,532.6,1
87.14,79.8,0.0813,353.7,0
59.73,70.64,0.0335,247.3,0
69.79,81.31,0.1091,405.5,1
71.98,60.9,0.0559,194.1,0
84.68,81.06,0.0637,399.0,1
56.54,73.15,0.0475,259.3,0
78.33,74.79,0.1063,438.5,0
98.46,90.48,0.1788,611.9,1
71.82,75.83,0.0844,274.9,1
72.16,80.13,0.0908,336.6,1
22.43,37.65,0.0337,100.7,0
88.25,95.59,0.1591,500.8,1
87.6,95.51,0.2611,613.4,1
28.8,58.83,0.0199,167.4,0
61.01,60.28,0.0468,222.8,0
24.95,60.84,0.0137,153.1,0
73.74,65.3,0.0609,164.6,0
57.32,67.18,0.0456,175.2,0
86.25,92.36,0.2414,437.9,1
69.19,66.37,0.0403,176.8,1
87.29,95.43,0.1044,525.0,1
61.69,54.61,0.0536,226.2,0
18.82,35.78,0.004,68.6,0
31.7,29.83,0.0304,69.8,0
51.6,69.55,0.0597,195.5,0
54.9,63.75,0.0243,222.9,0
72.84,93.56,0.0817,420.4,1
58.0,58.45,0.0325,231.6,0
89.36,88.37,0.0571,253.7,1
26.42,48.76,0.0372,78.7,0
80.88,80.99,0.0757,393.5,0
57.55,70.24,0.0533,242.0,0
78.06,79.9,0.051,448.4,1
71.88,89.56,0.0589,333.4,1
65.72,75.03,0.0688,175.2,1
66.6,62.5,0.0533,289.5,0
88.56,95.69,0.204,674.8,1
91.56,91.04,0.278,515.3,1
78.95,81.12,0.0893,244.9,0
79.79,94.08,0.1167,440.5,1
60.71,27.43,0.0401,84.4,0
81.9,85.72,0.0956,370.7,1
82.44,89.25,0.0964,383.2,0
50.65,75.88,0.0524,275.1,0
87.62,95.82,0.2392,609.6,1
18.99,44.61,0.0346,180.1,0
60.2,56.84,0.0026,69.8,0
52.85,59.93,0.0238,211.0,0
71.88,58.23,0.0705,263.9,0
31.91,33.15,0.0104,120.3,0
46.11,55.02,0.0028,100.1,0
90.2,86.46,0.0768,353.5,1
89.08,90.4,0.1732,541.1,1
49.64,57.88,0.0484,307.5,0
94.19,90.57,0.2313,795.6,1
82.95,81.43,0.0883,396.9,1
48.12,33.51,0.0122,71.7,0
62.32,58.76,0.0662,298.7,0
58.06,57.38,0.0715,248.0,1
98.08,90.7,0.1479,591.9,1
87.42,97.32,0.2758,767.8,1
93.74,96.89,0.2912,559.2,1
86.22,95.56,0.1029,253.3,1
42.64,29.73,0.0205,98.6,0
51.85,54.11,0.0644,183.3,0
72.15,90.27,0.1023,410.5,1
92.7,93.4,0.1548,795.3,1
67.08,58.25,0.0649,190.8,0
40.69,34.75,0.0277,189.9,0
68.99,66.92,0.0292,190.7,0
65.65,64.83,0.0456,279.1,0
45.23,65.85,0.011,176.4,0
88.07,92.4,0.2973,656.2,1
19.04,38.83,0.0156,159.1,0
50.61,58.39,0.0226,74.6,0
96.57,99.0,0.1469,618.5,1
58.9,80.85,0.0588,196.3,1
98.44,90.15,0.2114,618.0,1
50.36,30.12,0.0217,65.5,0
73.87,75.72,0.0692,282.5,1
87.51,80.22,0.1224,373.4,0
89.09,95.33,0.1627,771.8,1
27.5,28.87,0.0098,169.3,0
66.88,65.37,0.0519,196.2,0
62.17,56.25,0.0582,312.1,0
60.91,57.15,0.0659,199.4,1
85.08,97.88,0.1698,513.8,1
98.19,92.33,0.2941,716.6,1
85.52,91.89,0.2099,505.5,1
87.92,99.59,0.2346,719.2,1
71.13,83.48,0.0631,294.3,1
66.83,64.6,0.0474,216.7,0
55.99,74.77,0.0697,228.8,0
62.43,58.91,0.0361,306.7,0
61.61,68.34,0.074,293.0,0
97.34,98.79,0.1526,696.7,1
42.43,62.31,0.0231,195.9,0
90.71,82.45,0.0769,335.3,0
28.58,41.32,0.0156,67.5,0
55.12,60.0,0.0321,42.9,0
86.14,78.78,0.0714,255.2,1
84.6,97.15,0.1539,589.7,1
71.91,83.21,0.1125,270.3,1
57.79,60.14,0.0456,219.0,1
33.25,45.81,0.036,157.2,0
86.35,97.63,0.2604,432.5,1
76.92,86.66,0.0517,355.2,0
57.52,72.96,0.0653,311.5,0
54.32,75.47,0.0484,158.2,1
41.97,24.63,0.0003,104.5,0
85.37,96.04,0.1124,433.9,1
22.32,19.14,0.0278,95.5,0
89.17,83.72,0.0696,279.0,0
85.2,85.13,0.0884,302.8,0
15.62,63.36,0.0315,190.3,0
74.54,84.16,0.1054,372.4,0
87.57,85.69,0.1003,413.0,0
84.71,78.54,0.0522,370.6,1
22.05,52.87,0.0128,153.3,0
65.69,54.26,0.07,218.8,0
79.64,79.96,0.0575,288.5,0
41.91,30.6,0.0342,125.0,0
59.18,58.96,0.0162,75.1,0
53.96,30.02,0.0434,87.6,0
48.02,51.38,0.0349,86.3,0
74.3,87.54,0.1052,416.7,0
37.6,42.45,0.0296,67.7,0
71.55,77.54,0.0817,390.4,0
45.99,25.71,0.0264,32.3,0
21.35,55.82,0.0065,202.5,0
88.32,75.93,0.0595,391.7,1
82.6,78.81,0.1042,287.0,0
26.89,38.08,0.0166,101.6,0
36.26,62.89,0.0081,187.9,0
55.7,47.92,0.0044,136.3,0
81.97,79.8,0.1153,316.2,1
52.37,63.8,0.0343,91.0,0
19.38,37.75,0.032,65.8,0
90.69,98.14,0.1843,707.2,1
92.16,93.72,0.2007,615.6,1
67.81,62.71,0.0244,281.5,1
78.56,92.19,0.1088,274.7,1
70.21,54.5,0.0315,289.2,0
42.94,22.78,0.0294,163.7,0
88.04,91.02,0.2478,692.7,1
28.91,27.03,0.0305,68.1,0
94.15,97.99,0.2804,619.7,1
98.54,89.99,0.1448,650.0,1
53.05,39.74,0.0162,152.1,0
55.71,56.26,0.0342,255.3,0
47.17,32.99,0.0273,148.4,0
85.11,92.28,0.2877,391.2,1
95.51,100,0.2365,451.3,1
49.24,75.63,0.0396,285.4,1
73.96,75.25,0.055,271.4,1
77.11,78.48,0.0722,364.3,1
56.17,46.58,0.0379,79.3,0
35.72,40.77,0.0062,77.2,0
89.47,93.29,0.1474,753.4,1
32.08,32.66,0.0171,147.9,0
78.2,89.13,0.0869,312.2,1
67.77,70.44,0.025,180.8,0
29.14,39.8,0.018,191.1,0
98.51,91.94,0.1678,526.0,1
79.36,87.85,0.1191,261.6,0
86.83,94.26,0.0625,279.3,0
51.83,65.81,0.0325,270.1,0
54.07,41.05,0.0384,96.0,0
74.38,67.49,0.0626,244.5,0
57.36,78.26,0.0665,247.3,0
72.07,95.73,0.0747,352.1,0
17.74,53.96,0.0055,142.9,0
75.88,69.43,0.0244,280.0,1
93.11,92.86,0.2699,568.7,1
74.29,86.65,0.0858,331.1,1
60.26,55.91,0.005,157.5,0
44.92,41.5,0.0352,152.2,0
25.46,40.78,0.0091,203.3,0
86.63,92.8,0.1482,525.2,1
93.2,91.2,0.2852,413.8,1
75.47,94.76,0.1228,310.4,1
88.55,96.43,0.2948,453.5,1
61.65,71.0,0.0637,264.6,0
16.63,20.69,0.0358,75.8,0
47.84,24.83,0.0227,136.6,0
66.49,73.75,0.0341,208.5,1
19.04,60.45,0.0016,85.1,0
58.08,68.03,0.0199,153.6,0
97.4,92.22,0.0973,490.5,1
81.38,86.05,0.0835,262.6,1
53.74,64.89,0.0612,145.4,1
73.81,63.76,0.0466,181.9,0
56.12,76.5,0.0525,282.5,1
90.78,92.89,0.2181,496.7,1
77.52,88.0,0.0524,296.5,0
76.95,76.15,0.1053,321.7,0
73.63,82.97,0.0514,311.2,1
64.62,55.87,0.0378,238.1,0
89.76,95.16,0.1386,706.1,1
66.17,70.08,0.0269,151.7,1
71.62,63.35,0.0607,299.8,1
75.94,89.65,0.08,359.5,1
54.24,60.75,0.0099,98.1,0
89.66,91.03,0.2399,732.4,1
24.99,54.64,0.0064,204.6,0
82.57,93.83,0.0943,289.8,1
94.98,94.34,0.1508,590.5,1
28.36,33.97,0.0066,122.0,0
18.25,41.8,0.0092,144.2,0
86.87,80.11,0.0804,299.8,1
70.98,60.29,0.0304,189.7,0
26.47,60.04,0.0059,71.4,0
30.28,29.31,0.0152,96.6,0
96.36,94.34,0.1587,558.4,1
42.23,62.22,0.0052,42.0,0
73.36,73.25,0.0402,195.8,0
58.7,63.0,0.0496,252.3,1
56.1,72.7,0.0276,180.7,0
87.52,76.42,0.107,250.8,1
51.95,44.2,0.0361,159.1,0
86.73,80.73,0.0839,333.3,1
84.59,91.28,0.1061,430.5,1
21.08,36.59,0.0104,206.9,0
90.95,99.31,0.1425,789.1,1
99.21,98.09,0.1359,781.9,1
75.92,75.64,0.0911,330.3,1
72.3,74.33,0.1155,265.9,1
88.46,98.37,0.0987,408.6,1
91.8,99.48,0.11,473.4,1
75.52,71.99,0.0225,277.3,0
69.34,70.13,0.0392,297.6,1
84.89,77.0,0.1017,317.1,1
91.74,93.53,0.2733,592.2,1
79.6,85.38,0.0786,342.3,0
87.24,84.82,0.0796,359.2,1
34.16,53.42,0.0261,160.2,0
50.47,45.78,0.028,188.3,0
63.47,67.67,0.0696,179.2,0
49.86,49.58,0.009,50.0,0
34.81,57.09,0.0231,71.2,0
86.98,87.37,0.1133,379.7,1
61.19,72.85,0.0287,213.1,0
93.58,90.9,0.184,550.4,1
70.1,86.57,0.0998,337.2,1
58.57,36.92,0.0333,108.0,0
57.91,74.03,0.035,253.0,0
92.36,95.82,0.232,615.6,1
79.9,87.55,0.0882,422.6,0
100,95.69,0.2493,808.5,1
67.21,62.75,0.0712,286.0,1
81.64,93.77,0.1154,302.2,1
79.94,89.74,0.0616,379.4,1
23.79,56.64,0.0316,91.3,0
87.28,93.67,0.269,612.4,1
92.54,92.95,0.1104,420.5,1
69.88,92.92,0.0669,407.2,1
72.12,76.74,0.0447,226.6,1
81.3,74.46,0.0827,283.3,1
26.42,24.34,0.0333,204.9,0
95.76,95.21,0.1115,602.0,1
64.34,64.01,0.0379,289.9,0
96.29,98.16,0.2098,417.9,1
52.26,59.62,0.0482,269.2,0
25.49,55.6,0.0308,177.8,0
17.85,26.32,0.0055,48.3,0
92.36,91.2,0.1177,494.4,1
60.07,64.14,0.0365,234.4,0
16.55,59.33,0.0249,162.3,0
55.77,67.76,0.0255,269.3,0
15.16,59.5,0.0071,152.4,0
91.25,97.37,0.1762,399.9,1
69.97,91.57,0.1132,442.1,1
69.85,64.47,0.057,199.5,0
99.43,99.02,0.1597,807.1,1
71.31,83.82,0.1067,418.4,0
68.36,61.4,0.0501,166.7,0
19.31,45.43,0.0129,88.3,0
78.71,92.33,0.0634,244.3,1
55.15,76.15,0.0345,213.5,0
23.51,41.71,0.0227,117.3,0
69.26,90.34,0.1095,342.6,0
25.33,35.23,0.0192,159.1,0
83.91,81.38,0.1136,424.2,1
88.65,94.36,0.0519,375.1,1
89.85,83.17,0.0953,399.8,0
62.62,81.46,0.0545,264.4,0
89.07,93.15,0.2198,753.7,1
84.41,76.72,0.0669,413.1,1
95.39,92.99,0.1841,638.8,1
94.48,95.13,0.2202,718.5,1
62.46,69.3,0.0563,287.2,0
96.9,93.22,0.1031,587.2,1
99.41,92.02,0.1844,638.7,1
59.53,21.67,0.0293,116.6,0
86.43,89.04,0.0979,375.1,1
82.6,85.16,0.0698,285.1,1
40.09,59.67,0.0218,163.7,0
50.16,80.14,0.0623,253.5,0
54.63,63.8,0.0445,299.8,0
74.43,80.98,0.1091,412.9,0
38.77,56.71,0.0149,77.3,0
89.2,90.83,0.2389,752.5,1
85.54,76.64,0.0748,256.9,1
48.54,35.34,0.0352,128.7,0
59.2,47.11,0.0075,136.8,0
98.71,99.14,0.1601,489.4,1
32.7,42.83,0.026,161.7,0
64.87,66.27,0.0527,188.9,0
95.82,97.02,0.1617,484.4,1
89.16,95.08,0.1251,594.1,1
95.72,97.71,0.2174,688.9,1
85.48,97.49,0.1513,543.5,1
78.6,80.88,0.0949,270.3,1
55.73,48.49,0.0169,124.4,0
87.69,89.13,0.0853,382.4,1
56.25,57.09,0.0421,222.2,0
35.66,56.14,0.0045,73.8,0
53.09,38.45,0.0124,172.9,0
83.68,97.78,0.2073,780.8,1
84.09,85.38,0.1028,305.5,1
88.03,99.8,0.2096,574.0,1
95.72,99.83,0.2478,696.7,1
91.79,97.53,0.2245,519.7,1
93.99,92.2,0.1832,717.6,1
88.07,93.38,0.1666,440.5,1
68.16,75.7,0.0474,211.3,0
54.51,39.24,0.0002,57.0,0
16.71,40.08,0.0081,166.4,0
71.64,96.47,0.101,412.7,0
79.47,78.94,0.0973,410.0,1
53.99,74.85,0.0387,205.7,1
65.98,67.85,0.0371,148.2,0
57.09,31.58,0.0343,176.3,0
80.09,86.55,0.0648,353.6,0
91.18,99.21,0.2201,509.8,1
48.64,60.7,0.0258,272.5,0
20.37,57.37,0.015,116.5,0
93.91,93.97,0.2649,513.4,1
84.97,92.03,0.0886,341.9,1
53.67,58.96,0.0348,118.7,0
59.67,57.5,0.0555,135.4,0
88.88,84.65,0.0559,312.8,1
84.49,94.95,0.1075,421.6,1
17.66,22.78,0.0322,69.8,0
17.7,50.62,0.0004,69.2,0
28.65,52.18,0.0383,179.3,0
55.58,39.44,0.0337,159.6,0
22.4,22.54,0.0282,171.0,0
75.74,81.87,0.0701,347.3,1
24.51,45.47,0.0374,148.3,0
58.65,71.26,0.0659,271.2,0
71.52,80.49,0.0678,278.2,1
91.65,94.38,0.2512,627.2,1
87.92,96.42,0.2966,567.2,1
70.28,91.1,0.0649,329.1,0
77.96,84.04,0.0863,253.6,1
76.92,94.07,0.0625,326.3,0
96.37,94.67,0.1477,671.0,1
70.9,77.12,0.0406,213.6,0
88.74,92.82,0.1143,308.1,1
27.58,52.47,0.0287,134.1,0
74.77,78.91,0.1128,317.5,1
59.29,68.1,0.0564,265.3,0
31.75,33.46,0.0392,124.9,0
91.12,95.01,0.2308,777.5,1
77.38,90.02,0.0896,388.8,1
85.64,94.54,0.1358,450.7,1
88.92,93.37,0.2058,448.8,1
96.59,89.94,0.1637,648.3,1
89.8,91.77,0.1891,696.9,1
94.4,98.14,0.297,459.5,1
20.56,36.42,0.0397,136.7,0
34.11,22.19,0.0335,116.1,0
85.12,74.66,0.0641,293.1,1
37.41,36.41,0.0078,146.0,0
90.37,88.87,0.0667,398.2,1
70.82,88.09,0.099,418.0,0
79.98,76.8,0.1159,286.0,1
65.05,78.07,0.0515,219.5,0
87.3,96.48,0.134,592.0,1
32.39,21.24,0.0219,62.2,0
56.06,72.57,0.0303,245.5,0
93.42,94.18,0.1721,527.8,1
67.35,61.64,0.0201,266.1,0
76.42,90.51,0.0823,340.1,0
48.31,32.93,0.0288,216.4,0
18.08,28.46,0.0425,145.0,0
92.37,94.6,0.1449,766.8,1
79.19,87.35,0.0623,345.7,1
88.02,96.96,0.1656,591.7,1
91.63,98.36,0.2248,464.7,1
27.99,30.73,0.0256,136.1,0
92.76,100,0.2668,482.0,1
57.05,62.74,0.0696,192.9,0
94.18,89.75,0.2204,551.0,1
48.57,50.23,0.0197,146.3,0
46.96,48.62,0.0352,169.7,0
31.07,50.74,0.0174,137.9,0
46.46,36.42,0.0243,64.5,0
34.99,52.67,0.0287,161.6,0
80.25,86.37,0.1019,271.3,0
65.41,61.13,0.0567,265.4,1
81.77,76.44,0.0673,330.4,1
92.5,99.0,0.2947,652.7,1
94.25,99.38,0.1921,582.6,1
55.03,61.8,0.063,284.6,0
68.56,63.17,0.0263,257.8,0
57.69,23.48,0.025,93.2,0
54.82,73.91,0.0312,313.6,0
62.92,56.67,0.0342,230.6,0
24.01,24.1,0.0041,82.4,0
96.7,92.34,0.2784,709.2,1
25.64,38.26,0.0094,150.5,0
87.11,81.89,0.0737,361.8,1
88.56,83.57,0.0883,279.5,1
55.91,57.61,0.0334,213.2,0
65.68,59.31,0.0244,283.2,0
96.53,97.78,0.2595,499.9,1
57.91,74.22,0.0565,214.9,0
59.66,33.99,0.0345,184.6,0
76.14,81.27,0.0697,408.3,1
72.02,81.75,0.0682,352.3,1
86.97,99.24,0.2176,421.3,1
71.88,76.29,0.099,306.9,1
64.27,67.23,0.0383,217.6,0
53.63,52.56,0.0323,182.2,0
78.39,85.21,0.0685,370.3,1
89.65,100,0.2584,735.3,1
57.32,58.62,0.0094,113.8,0
60.23,53.48,0.026,174.2,0
70.32,75.13,0.0431,174.5,0
78.69,89.8,0.103,435.3,1
25.83,38.53,0.0107,90.0,0
87.1,87.7,0.0907,305.5,0
49.34,43.22,0.0353,91.2,0
97.97,93.84,0.2884,693.9,1
83.58,98.43,0.2678,494.3,1
17.67,28.91,0.0328,158.2,0
84.43,80.36,0.0595,445.3,1
31.54,38.14,0.0342,82.8,0
72.65,90.88,0.0978,427.9,1
19.96,31.99,0.0256,51.6,0
70.35,73.27,0.0432,221.9,1
58.74,77.62,0.0627,159.4,0
51.74,36.58,0.0311,50.2,0
52.4,55.28,0.0697,178.1,0
86.89,97.64,0.2237,530.8,1
89.42,86.87,0.0569,360.8,1
54.06,55.96,0.0216,217.0,0
83.28,85.84,0.0896,348.4,1
62.68,77.16,0.0185,271.6,0
52.52,32.13,0.0134,66.5,0
90.25,91.27,0.2269,635.3,1
89.76,77.11,0.0774,434.9,1
70.17,82.14,0.0911,445.0,0
74.39,83.84,0.0785,373.5,1
53.65,73.13,0.0594,181.0,0
51.14,35.82,0.006,178.7,0
72.51,72.89,0.0322,309.3,0
78.68,84.63,0.0752,353.6,1
72.74,89.59,0.0882,282.2,1
59.18,57.89,0.0454,224.3,0
86.63,98.09,0.2915,441.2,1
37.36,43.34,0.0343,141.4,0
88.81,100,0.2463,701.5,1
73.43,85.36,0.0882,409.4,1
73.05,90.42,0.0873,404.0,1
87.52,85.86,0.0751,382.8,0
89.63,94.29,0.1542,801.5,1
84.03,89.46,0.2723,646.6,1
96.99,97.03,0.1116,640.3,1
95.3,96.55,0.2508,685.5,1
29.72,37.98,0.0039,112.6,0
57.99,73.24,0.0368,269.4,0
83.17,89.47,0.1051,296.6,1
58.4,63.2,0.0683,151.7,0
92.1,97.35,0.2753,705.2,1
83.5,86.16,0.0816,385.3,0
74.3,82.75,0.0785,288.5,1
28.19,32.09,0.0285,75.9,0
55.11,58.73,0.0535,195.9,1
93.42,99.58,0.1392,490.5,1
95.26,96.55,0.3004,738.8,1
81.62,77.72,0.0993,298.2,1
92.42,91.86,0.27,504.0,1
61.38,71.17,0.0194,245.2,0
54.73,43.27,0.0263,49.6,0
49.06,40.95,0.028,192.9,0
76.77,87.12,0.1095,419.5,0
47.5,36.24,0.008,205.9,0
76.21,75.26,0.0678,259.1,1
94.4,98.04,0.1759,546.9,1
72.35,83.01,0.0691,251.4,0
98.21,93.48,0.1028,629.2,1
15.46,38.75,0.0066,173.3,0
89.38,92.58,0.1698,764.5,1
64.24,76.53,0.0385,260.7,0
70.93,87.28,0.0924,277.0,0
97.39,95.7,0.1762,573.8,1
75.94,67.19,0.0631,162.6,1
53.4,24.9,0.0268,197.1,0
56.68,57.9,0.0581,193.6,0
82.31,87.99,0.0717,430.1,1
29.38,47.39,0.0365,113.3,0
77.43,82.07,0.0911,415.1,1
56.83,22.73,0.0351,172.1,0
16.2,38.78,0.0377,84.1,0
87.87,93.31,0.1053,331.1,1
96.97,97.72,0.2846,520.3,1
34.98,38.57,0.0128,190.2,0
83.91,96.13,0.1224,687.4,1
23.97,36.45,0.0368,89.9,0
85.92,78.58,0.1067,317.0,1
34.84,25.97,0.013,164.6,0
79.83,76.61,0.0889,250.9,1
57.09,34.16,0.0395,183.9,0
74.56,65.74,0.0307,257.8,0
80.78,78.0,0.1187,248.1,1
77.66,79.12,0.06,281.5,1
68.96,56.17,0.0461,160.4,0
91.13,99.43,0.2361,661.8,1
63.21,76.54,0.0288,179.4,0
35.95,34.9,0.0075,96.6,0
75.97,82.97,0.1102,348.7,1
69.58,60.79,0.032,194.7,1
90.79,92.88,0.1826,606.3,1
85.3,92.24,0.2071,460.4,1
58.27,71.28,0.0365,249.8,0
89.69,92.9,0.2503,706.3,1
46.88,53.62,0.0079,43.8,0
75.7,78.35,0.0682,417.1,1
56.9,57.67,0.0493,271.5,1
93.95,94.59,0.2737,483.6,1
19.18,37.9,0.019,92.8,0
60.54,53.84,0.0433,237.9,0
82.34,93.87,0.0557,448.7,1
31.32,66.23,0.0189,133.4,0
90.24,93.89,0.0493,333.6,0
71.01,88.52,0.108,346.6,0
29.4,28.07,0.0181,102.9,0
91.32,93.38,0.2862,704.2,1
49.34,59.61,0.0372,174.1,0
57.37,56.9,0.0631,281.6,0
23.52,49.32,0.031,104.0,0
53.0,74.82,0.0214,145.8,0
33.24,48.13,0.0106,171.4,0
33.97,44.35,0.0049,183.7,0
48.6,22.06,0.0096,101.9,0
93.54,92.98,0.1869,748.5,1
73.87,79.25,0.0536,355.7,1
86.85,96.89,0.1195,642.4,1
41.86,52.2,0.0114,103.3,0
55.0,60.45,0.059,207.6,0
89.88,89.98,0.2483,587.4,1
60.36,54.08,0.0555,244.9,1
58.19,59.05,0.0418,178.0,0
89.73,100,0.1276,780.6,1
92.98,91.38,0.2083,603.0,1
81.74,89.58,0.0831,288.9,0
83.08,85.22,0.0553,340.1,0
95.58,94.06,0.2137,537.7,1
69.26,69.49,0.0645,182.7,0
67.42,56.1,0.044,251.5,0
82.25,81.7,0.1056,347.2,0
90.38,83.45,0.0762,430.8,0
85.83,89.4,0.0668,390.2,0
73.56,82.03,0.0569,376.7,1
92.42,95.04,0.2538,441.2,1
64.57,61.64,0.0242,152.9,0
44.64,47.22,0.0143,101.6,0
53.0,20.79,0.0255,70.7,0
50.57,63.61,0.0335,158.8,0
94.06,96.53,0.1216,472.0,1
42.92,43.27,0.0002,165.7,0
73.44,58.48,0.0339,189.1,0
93.58,88.43,0.22,486.8,1
80.69,92.07,0.0755,275.4,0
86.71,91.06,0.2177,525.2,1
33.87,62.0,0.0261,149.8,0
56.55,70.53,0.056,257.1,0
63.04,75.83,0.031,226.6,0
97.48,94.5,0.1791,713.3,1
49.99,56.78,0.015,152.5,1
51.92,63.32,0.0538,287.5,0
56.98,34.79,0.0083,206.3,0
55.51,61.76,0.0117,74.7,0
73.66,89.77,0.0789,396.2,0
89.44,100,0.2132,408.9,1
86.79,93.43,0.2374,805.1,1
54.26,56.52,0.0215,174.7,0
73.38,83.25,0.1079,351.7,1
76.73,87.29,0.0799,453.7,1
89.74,93.75,0.2201,764.1,1
71.61,64.12,0.0684,311.5,1
75.95,76.77,0.0617,210.2,0
27.2,45.92,0.0376,154.0,0
81.97,83.65,0.1009,317.6,1
88.91,98.82,0.2537,686.3,1
45.11,34.35,0.035,83.1,0
14.68,24.46,0.0128,163.3,0
82.45,75.69,0.096,324.0,1
44.58,63.86,0.0235,112.8,0
34.76,48.4,0.0341,210.9,0
37.23,46.16,0.0038,168.6,0
64.9,67.19,0.0321,240.2,0
57.89,39.55,0.0248,125.6,0
26.2,26.71,0.0166,80.1,0
86.59,89.57,0.2702,491.9,1
70.69,55.01,0.0286,209.0,0
19.82,26.02,0.0285,200.0,0
46.55,58.53,0.0147,139.6,0
17.54,33.5,0.0421,118.7,0
16.72,24.07,0.0089,78.6,0
65.54,57.46,0.0207,180.8,0
21.6,48.51,0.028,65.8,0
55.25,67.03,0.047,150.7,0
69.74,57.29,0.0593,218.2,0
88.03,91.14,0.0754,409.5,0
78.28,88.29,0.1146,405.6,0
55.7,68.28,0.0469,172.3,0
33.3,36.91,0.0195,164.1,0
87.47,84.64,0.086,405.5,1
62.26,56.28,0.0422,192.2,0
80.65,81.45,0.1118,308.2,0
89.63,97.13,0.237,482.9,1
67.5,62.73,0.0494,213.2,0
55.13,73.73,0.0614,168.3,0
94.93,92.72,0.226,481.1,1
71.58,61.41,0.044,280.8,0
93.67,93.45,0.1178,585.3,1
15.36,21.55,0.0076,127.2,0
55.61,44.6,0.0007,89.9,0
89.61,80.76,0.0712,249.9,1
57.03,24.05,0.0258,210.6,0
54.06,70.92,0.0639,302.1,0
91.47,90.92,0.2733,577.4,1
85.09,99.15,0.1394,650.2,1
97.98,96.86,0.1734,692.9,1
54.97,65.34,0.0383,264.7,0
65.58,54.7,0.055,151.1,0
88.33,92.46,0.1424,560.8,1
72.81,77.85,0.0402,246.1,1
38.38,32.97,0.0037,67.6,0
64.15,62.61,0.029,144.9,0
97.91,99.8,0.1429,707.2,1
63.48,73.22,0.0505,198.4,1
67.7,66.02,0.0176,211.0,1
80.47,81.15,0.0698,267.7,0
88.06,93.07,0.208,611.5,1
100,100,0.1733,643.1,1
85.8,100,0.1287,399.2,1
91.74,91.86,0.1075,604.9,1
97.19,96.88,0.245,648.7,1
87.61,92.51,0.2472,538.4,1
71.97,78.68,0.0341,161.9,0
84.69,85.36,0.0509,446.5,1
57.74,25.44,0.0289,71.4,0
89.48,97.33,0.1702,546.0,1
92.5,95.16,0.2383,605.3,1
88.53,98.19,0.2433,658.8,1
78.17,75.51,0.0745,426.8,0
90.72,80.36,0.1166,299.3,0
73.59,69.25,0.0275,237.2,0
80.85,84.58,0.1149,407.1,1
85.21,92.33,0.0652,431.9,1
87.07,96.14,0.2638,491.8,1
62.58,58.51,0.0232,214.6,0
63.8,78.34,0.0525,262.8,0
32.01,38.38,0.012,111.5,0
96.38,92.17,0.2209,449.3,1
20.29,54.92,0.0098,122.2,0
74.26,55.79,0.0321,164.3,0
17.15,62.13,0.015,68.7,0
68.9,78.77,0.0569,228.1,0
50.01,70.58,0.0349,227.8,0
82.47,89.72,0.1057,334.0,1
70.67,74.33,0.0489,196.6,0
53.44,66.54,0.0297,158.4,0
56.05,50.91,0.0311,165.7,0
72.14,77.58,0.0546,262.6,1
97.74,99.46,0.1915,744.6,1
52.14,73.17,0.0716,202.0,0
100,99.6,0.2463,579.2,1
75.33,77.81,0.1076,453.6,0
80.36,94.59,0.1226,370.7,1
81.28,91.28,0.0529,331.7,1
99.08,95.88,0.1442,532.2,1
49.77,49.0,0.0208,122.1,0
61.18,65.94,0.0671,270.4,0
85.59,89.38,0.0883,383.1,1
94.15,91.6,0.2105,498.0,1
18.64,60.93,0.0261,72.4,0
